"","X","Area","Area.S","segment","Julian.Date","Season","Survey","Effort","Beaufort","Glare","Subjective","SST","DEPTH","DIST2SHORE","DIST125","phat","g0_ship","ds_ship","g0_plane","ds_plane","Species_DS_Num","Species_Hab_Num","NSights"
"418",418,100,156.996,"3035887.2011.27",212,2,1,13.083,3.997,1,2,22.55280113,-834.6378174,155.3260498,21013.5488,0.119719102,0.663167547,0.180526177,-9999,-9999,-9999,1,0
"421",421,100,30.048,"3035888.2011.27",212,2,1,2.504,3.7,1,2,22.66694832,-929.3192139,156.8275909,18739.29645,0.115693287,0.663167547,0.174455592,-9999,-9999,-9999,1,0
"424",424,100,40.716,"3035913.2011.27",212,2,1,3.393,3.2,0,3,26.85243797,-3800.504639,321.7489624,107169.8481,0.34706456,0.663167547,0.523343703,-9999,-9999,-9999,1,0
"427",427,100,125.508,"3035914.2011.27",212,2,1,10.459,3.2,0.775,3,26.93021584,-3897.118164,331.0003662,111740.4913,0.34706456,0.663167547,0.523343703,-9999,-9999,-9999,1,0
"430",430,100,125.508,"3035915.2011.27",212,2,1,10.459,2.771,1,3,26.98081398,-4047.839844,339.6322937,116826.1289,0.333873301,0.663167547,0.523343703,-9999,-9999,-9999,1,0
"433",433,100,116.652,"3035916.2011.27",212,2,1,9.721,2.135,1,3,27.01368332,-4088.591553,348.3709717,122518.3728,0.314806651,0.663167547,0.474701532,-9999,-9999,-9999,1,0
"436",436,100,112.932,"3035927.2011.27",212,2,1,9.411,2.1,0,3,27.56557846,-4675.601563,427.588623,194955.9751,0.313775423,0.663167547,0.47314653,-9999,-9999,-9999,1,0
"439",439,100,124.704,"3036128.2011.27",212,2,1,10.392,3.592,0.731,2.269,23.24510956,-1768.605225,166.8234406,28730.70937,0.159673243,0.663167547,0.240773608,-9999,-9999,-9999,1,0
"442",442,100,63.6,"3036129.2011.27",212,2,1,5.3,3.3,0,3,23.24141502,-1845.096436,169.3360443,26190.3754,0.350174853,0.663167547,0.528033759,-9999,-9999,-9999,1,0
"445",445,100,9.228,"3036156.2011.27",212,2,1,0.769,2.2,1,3,27.03660774,-4190.319336,352.9093018,130678.5421,0.316726918,0.663167547,0.477597131,-9999,-9999,-9999,1,0
"448",448,100,121.092,"3036157.2011.27",212,2,1,10.091,2.38,1,3,27.08320999,-4205.912598,361.9313965,136525.7785,0.322078947,0.663167547,0.485667534,-9999,-9999,-9999,1,0
"451",451,100,117.612,"3036158.2011.27",212,2,1,9.801,2.4,2,3,27.08303642,-4222.13623,370.7697754,142825.2859,0.322676695,0.663167547,0.486568888,-9999,-9999,-9999,1,0
"454",454,100,124.848,"3036159.2011.27",212,2,1,10.404,2.4,2.654,3,27.08788872,-4242.075684,380.0053711,149526.4278,0.322676695,0.663167547,0.486568888,-9999,-9999,-9999,1,0
"457",457,100,46.98,"3036160.2011.27",212,2,1,3.915,2.369,3,3,26.99249458,-4268.693848,388.6639099,155221.0033,0.321750446,0.663167547,0.485172183,-9999,-9999,-9999,1,0
"460",460,100,121.212,"3036167.2011.27",212,2,1,10.101,1.881,0,3,27.47236061,-4720.400391,437.5372925,201784.3404,0.307367392,0.663167547,0.463483766,-9999,-9999,-9999,1,0
"463",463,100,14.436,"3036369.2011.27",212,2,1,1.203,3.3,0,3,23.61653328,-2294.394531,179.1976624,35707.12945,0.350174853,0.663167547,0.528033759,-9999,-9999,-9999,1,0
"466",466,100,77.136,"3036400.2011.27",212,2,1,6.428,2.338,2.423,3,27.12356567,-4373.880859,393.4632263,163558.7418,0.320825667,0.663167547,0.483777694,-9999,-9999,-9999,1,0
"469",469,100,126.552,"3036401.2011.27",212,2,1,10.546,2.898,0,3,27.23758316,-4401.043457,402.0163879,169146.6764,0.337751977,0.663167547,0.509301125,-9999,-9999,-9999,1,0
"472",472,100,126.288,"3036402.2011.27",212,2,1,10.524,3.017,0,3,27.33131027,-4402.324219,411.3786316,175127.7655,0.341406756,0.663167547,0.514812218,-9999,-9999,-9999,1,0
"475",475,100,84.744,"3036403.2011.27",212,2,1,7.062,2.848,0,3,27.37085915,-4371.188477,420.1168518,181435.9498,0.336222223,0.663167547,0.506994385,-9999,-9999,-9999,1,0
"478",478,100,40.272,"3036643.2011.27",212,2,1,3.356,2.8,0,3,27.64717102,-4418.67041,424.6121521,189173.9221,0.334756972,0.663167547,0.504784912,-9999,-9999,-9999,1,0
"481",481,100,125.304,"3036644.2011.27",212,2,1,10.442,2.528,0.525,3,27.57305336,-4039.99585,433.4645996,195528.2826,0.326516624,0.663167547,0.492359171,-9999,-9999,-9999,1,0
"484",484,100,125.064,"3036645.2011.27",212,2,1,10.422,2.168,1.8,3,27.54078674,-2690.526611,442.5263672,202148.7438,0.315780725,0.663167547,0.476170352,-9999,-9999,-9999,1,0
"487",487,100,124.752,"3036646.2011.27",212,2,1,10.396,2.1,1,3,27.56559372,-3751.52124,451.7444153,208918.6363,0.313775423,0.663167547,0.47314653,-9999,-9999,-9999,1,0
"490",490,100,133.668,"3036647.2011.27",212,2,1,11.139,2.1,1,3,27.66781235,-4754.757813,457.4342957,215724.9831,0.313775423,0.663167547,0.47314653,-9999,-9999,-9999,1,0
"493",493,100,68.016,"3036844.2011.27",212,2,1,5.668,4.1,1,2,24.97710609,-2479.962891,192.8858185,66622.98445,0.121144391,0.663167547,0.182675392,-9999,-9999,-9999,1,0
"496",496,100,117.264,"3036845.2011.27",212,2,1,9.772,4.1,1,2,24.83081245,-2454.997803,193.3499451,65302.91384,0.121144391,0.663167547,0.182675392,-9999,-9999,-9999,1,0
"499",499,100,51.648,"3036887.2011.27",212,2,1,4.304,2.1,1,3,27.83433533,-4787.698242,464.8711853,223041.3469,0.313775423,0.663167547,0.47314653,-9999,-9999,-9999,1,0
"502",502,100,16.236,"3037085.2011.27",212,2,1,1.353,4.1,1,2,25.37394142,-2556.320313,203.3483582,74863.75016,0.121144391,0.663167547,0.182675392,-9999,-9999,-9999,1,0
"505",505,100,134.64,"3037086.2011.27",212,2,1,11.22,4.176,1,2,25.2440567,-2551.241455,203.8234863,71580.44257,0.122205798,0.663167547,0.184275902,-9999,-9999,-9999,1,0
"508",508,100,111.072,"3037087.2011.27",212,2,1,9.256,4.3,1,2,25.12412834,-2521.481445,204.4986267,69521.18565,0.123955453,0.663167547,0.186914232,-9999,-9999,-9999,1,0
"511",511,100,24.432,"3037327.2011.27",212,2,1,2.036,4.3,1,2,26.13709641,-2587.677002,214.3074799,79438.64456,0.123955453,0.663167547,0.186914232,-9999,-9999,-9999,1,0
"514",514,100,133.56,"3037328.2011.27",212,2,1,11.13,4.3,1,2,25.98070145,-2602.660156,215.8050995,76934.03748,0.123955453,0.663167547,0.186914232,-9999,-9999,-9999,1,0
"517",517,100,114.084,"3037329.2011.27",212,2,1,9.507,4.474,1,1.564,25.94198799,-2588.864258,218.31427,75041.67157,0.072181391,0.663167547,0.108843371,-9999,-9999,-9999,1,0
"520",520,100,19.884,"3037569.2011.27",212,2,1,1.657,4.8,1,1,26.18294907,-2723.044189,227.310318,84960.60234,0.035362042,0.663167547,0.053322938,-9999,-9999,-9999,1,0
"523",523,100,35.244,"3037570.2011.27",212,2,1,2.937,4.9,1,1,26.16309166,-2755.168945,229.830307,84230.72818,0.035801142,0.663167547,0.053985064,-9999,-9999,-9999,1,0
"526",526,100,40.74,"3037813.2011.27",212,2,1,3.395,4.8,2,1,26.109375,-3069.104248,248.44664,97995.26249,0.035362042,0.663167547,0.053322938,-9999,-9999,-9999,1,0
"529",529,100,23.58,"3038053.2011.27",212,2,1,1.965,4.8,2,1,26.01892471,-3160.928711,257.4456787,107669.866,0.035362042,0.663167547,0.053322938,-9999,-9999,-9999,1,0
"532",532,100,65.772,"3038054.2011.27",212,2,1,5.481,4.8,2,1,26.07670975,-3149.765625,261.0101624,110510.4695,0.035362042,0.663167547,0.053322938,-9999,-9999,-9999,1,0
"535",535,100,66.756,"3032076.2011.25",196,2,1,5.563,4.319,0,2,17.53107452,-1215.289429,256.1943665,16408.36255,0.124225515,0.663167547,0.187321463,-9999,-9999,-9999,1,0
"538",538,100,120.012,"3032316.2011.25",196,2,1,10.001,3.996,0,2.158,17.95794106,-1676.150024,266.1601257,17597.13263,0.145794292,0.663167547,0.219845335,-9999,-9999,-9999,1,0
"541",541,100,68.844,"3032556.2011.25",196,2,1,5.737,3.733,0.267,2.267,18.26358604,-1965.618896,276.1259766,20969.56975,0.161795651,0.663167547,0.243974018,-9999,-9999,-9999,1,0
"544",544,100,31.596,"3032790.2011.25",196,2,1,2.633,3.6,0,3,14.86688709,-86.59213257,253.1515198,15940.32482,0.359580867,0.663167547,0.542217225,-9999,-9999,-9999,1,0
"547",547,100,33.528,"3032791.2011.25",196,2,1,2.794,3.6,0,3,15.24441433,-92.82054138,263.6516724,9561.649105,0.359580867,0.663167547,0.542217225,-9999,-9999,-9999,1,0
"550",550,100,122.712,"3032796.2011.25",196,2,1,10.226,2.506,1,3,18.30248833,-2159.161621,286.0919189,26336.88718,0.325854882,0.663167547,0.491361322,-9999,-9999,-9999,1,0
"553",553,100,86.832,"3033031.2011.25",196,2,1,7.236,2.174,0,3,15.73858738,-120.8866348,264.6422729,2804.469844,0.315958013,0.663167547,0.476437689,-9999,-9999,-9999,1,1
"556",556,100,120.444,"3033032.2011.25",196,2,1,10.037,1.8,0,3,16.34277725,-237.9802551,274.4436646,4099.94878,0.305017004,0.663167547,0.459939582,-9999,-9999,-9999,1,1
"559",559,100,120.168,"3033033.2011.25",196,2,1,10.014,3.419,0.859,3,16.96698761,-892.6244507,284.2419739,10993.36487,0.353892678,0.663167547,0.533639922,-9999,-9999,-9999,1,0
"562",562,100,109.116,"3033034.2011.25",196,2,1,9.093,3.104,1.737,3,17.46829796,-1619.004028,294.013855,18078.1729,0.34409096,0.663167547,0.518859768,-9999,-9999,-9999,1,0
"565",565,100,126.972,"3033035.2011.25",196,2,1,10.581,3,1,3,18.13521194,-2033.037598,296.209198,25623.33496,0.340883453,0.663167547,0.514023122,-9999,-9999,-9999,1,0
"568",568,100,93.264,"3033036.2011.25",196,2,1,7.772,3,1,3,18.53573799,-2316.334229,296.0579529,32817.58347,0.340883453,0.663167547,0.514023122,-9999,-9999,-9999,1,0
"571",571,100,91.608,"3035395.2011.25",196,2,1,7.634,3.8,3,2,21.76531601,-170.5556183,121.6548309,6318.873811,0.117034958,0.663167547,0.176478718,-9999,-9999,-9999,1,0
"574",574,100,73.608,"3035396.2011.25",196,2,1,6.134,3.8,2.315,2,22.44005394,-190.6957397,125.579277,12921.18518,0.117034958,0.663167547,0.176478718,-9999,-9999,-9999,1,0
"577",577,100,88.836,"3035636.2011.25",196,2,1,7.403,3.927,2,2,22.58584976,-354.3474121,135.3787079,20363.54179,0.118759071,0.663167547,0.179078532,-9999,-9999,-9999,1,0
"580",580,100,92.928,"3035637.2011.25",196,2,1,7.744,4,2,2,22.89406395,-352.8513794,138.9535065,25638.18693,0.119760401,0.663167547,0.180588453,-9999,-9999,-9999,1,0
"583",583,100,69.408,"3035877.2011.25",196,2,1,5.784,4.414,1.893,2,23.07735252,-669.9901733,147.954483,34410.46474,0.125583728,0.663167547,0.189369532,-9999,-9999,-9999,1,0
"586",586,100,100.584,"3035878.2011.25",196,2,1,8.382,4.5,1,2,23.22533417,-665.472229,151.3390656,31400.04994,0.126824679,0.663167547,0.19124078,-9999,-9999,-9999,1,0
"589",589,100,66.24,"3036118.2011.25",196,2,1,5.52,4.31,1,2,23.7178421,-1349.704834,160.8031616,39362.10953,0.124097525,0.663167547,0.187128465,-9999,-9999,-9999,1,0
"592",592,100,109.404,"3036119.2011.25",196,2,1,9.117,4.3,0.443,2,23.61492157,-1435.434204,161.7358398,34637.85652,0.123955453,0.663167547,0.186914232,-9999,-9999,-9999,1,0
"595",595,100,53.412,"3036359.2011.25",196,2,1,4.451,4.3,0,2,23.53719902,-2055.398193,171.736618,44113.63067,0.123955453,0.663167547,0.186914232,-9999,-9999,-9999,1,0
"598",598,100,76.692,"3036360.2011.25",196,2,1,6.391,4.3,0,2,23.34626198,-2026.661255,172.1437225,42384.17006,0.123955453,0.663167547,0.186914232,-9999,-9999,-9999,1,0
"601",601,100,25.116,"3036572.2011.25",196,2,1,2.093,4.8,3,2,22.77253151,-26.04330063,19.03429222,114707.9054,0.131239468,0.663167547,0.197897905,-9999,-9999,-9999,1,0
"604",604,100,15.912,"3036600.2011.25",196,2,1,1.326,4.3,0,2,23.26222992,-2271.314941,182.1443176,52370.3085,0.123955453,0.663167547,0.186914232,-9999,-9999,-9999,1,0
"607",607,100,73.38,"3036601.2011.25",196,2,1,6.115,3.5,1,3,22.98366356,-2269.072998,183.5625916,52652.34408,0.356433338,0.663167547,0.53747102,-9999,-9999,-9999,1,0
"610",610,100,39.648,"3036811.2011.25",196,2,1,3.304,4.8,3,2,22.6567173,-22.02593422,14.56250858,117879.6372,0.131239468,0.663167547,0.197897905,-9999,-9999,-9999,1,0
"613",613,100,82.164,"3036812.2011.25",196,2,1,6.847,4.8,3,2,22.63488007,-26.68025017,23.19883728,110609.8368,0.131239468,0.663167547,0.197897905,-9999,-9999,-9999,1,0
"616",616,100,80.244,"3037051.2011.25",196,2,1,6.687,4.8,2.695,2,22.66293526,-23.04793167,19.47308731,111372.734,0.131239468,0.663167547,0.197897905,-9999,-9999,-9999,1,0
"619",619,100,91.104,"3037529.2011.25",196,2,1,7.592,4.3,1,2,22.46862221,-18.42525482,12.95798397,111796.1046,0.123955453,0.663167547,0.186914232,-9999,-9999,-9999,1,0
"622",622,100,146.58,"3037530.2011.25",196,2,1,12.215,4.3,1,2,22.67935371,-24.76363945,20.98561859,106161.6664,0.123955453,0.663167547,0.186914232,-9999,-9999,-9999,1,0
"625",625,100,123.432,"3037769.2011.25",196,2,1,10.286,4.351,1,2,22.63476944,-21.52134514,19.8852272,103921.1117,0.124681546,0.663167547,0.188009118,-9999,-9999,-9999,1,0
"628",628,100,122.004,"3037770.2011.25",196,2,1,10.167,4.412,1,2,22.92590332,-26.10430908,26.98347282,97834.1861,0.125554998,0.663167547,0.189326209,-9999,-9999,-9999,1,0
"631",631,100,12.78,"3037771.2011.25",196,2,1,1.065,4.5,1,2,23.01225662,-27.71500778,35.14430237,92430.8309,0.126824679,0.663167547,0.19124078,-9999,-9999,-9999,1,0
"634",634,100,8.268,"3038007.2011.25",196,2,1,0.689,4,3,2,22.4615612,-18.96846581,14.95792198,110262.3196,0.119760401,0.663167547,0.180588453,-9999,-9999,-9999,1,0
"637",637,100,122.976,"3038009.2011.25",196,2,1,10.248,4.644,1.721,1.279,22.96645927,-24.0682373,27.81260872,96363.8539,0.05050219,0.663167547,0.076152988,-9999,-9999,-9999,1,0
"640",640,100,122.976,"3044266.2011.25",196,2,1,10.248,0.427,3,3,27.96169662,-3421.901855,289.1269836,194529.4717,0.266884039,0.663167547,0.076152988,-9999,-9999,-9999,1,0
"643",643,100,8.448,"3038011.2011.25",196,2,1,0.704,4.5,1,2,23.15961456,-34.01409912,41.0800705,83932.6333,0.126824679,0.663167547,0.19124078,-9999,-9999,-9999,1,0
"646",646,100,80.604,"3038247.2011.25",196,2,1,6.717,4,2.681,2,22.49068642,-18.96051979,19.73734665,103557.2704,0.119760401,0.663167547,0.180588453,-9999,-9999,-9999,1,0
"649",649,100,102.756,"3038248.2011.25",196,2,1,8.563,4,2,2,22.67880058,-26.02609444,28.89342499,96122.34669,0.119760401,0.663167547,0.180588453,-9999,-9999,-9999,1,0
"652",652,100,123.096,"3038249.2011.25",196,2,1,10.258,4.7,2,1,23.05924797,-28.22257996,35.9053154,89190.26247,0.03492816,0.663167547,0.052668681,-9999,-9999,-9999,1,0
"655",655,100,54.18,"3038488.2011.25",196,2,1,4.515,4,2,2,22.79905891,-28.45617867,32.88757324,89475.33083,0.119760401,0.663167547,0.180588453,-9999,-9999,-9999,1,0
"658",658,100,39.384,"3038489.2011.25",196,2,1,3.282,4.7,2,1,22.94985199,-33.38969421,41.75756836,81983.12151,0.03492816,0.663167547,0.052668681,-9999,-9999,-9999,1,0
"661",661,100,141.6,"3039204.2011.25",196,2,1,11.8,2.798,1.994,3,22.9199543,-19.73072624,21.06550789,99329.19293,0.33469599,0.663167547,0.504692957,-9999,-9999,-9999,1,0
"664",664,100,126.084,"3039205.2011.25",196,2,1,10.507,3.92,1,2.829,23.23475647,-20.47718048,29.42848778,90893.95623,0.312121769,0.663167547,0.47065296,-9999,-9999,-9999,1,0
"667",667,100,90.024,"3039206.2011.25",196,2,1,7.502,4.5,1,2,23.39299583,-29.10252762,35.03781509,82757.649,0.126824679,0.663167547,0.19124078,-9999,-9999,-9999,1,0
"670",670,100,70.416,"3039444.2011.25",196,2,1,5.868,2.7,2.005,3,22.99863243,-23.60868835,19.0568924,94503.48295,0.331714922,0.663167547,0.500197761,-9999,-9999,-9999,1,0
"673",673,100,140.484,"3039445.2011.25",196,2,1,11.707,2.7,0,3,23.20662689,-22.80444336,29.53380966,85682.26591,0.331714922,0.663167547,0.500197761,-9999,-9999,-9999,1,0
"676",676,100,15.24,"3039446.2011.25",196,2,1,1.27,2.7,0,3,23.4430275,-30.03593826,39.01118469,77051.10955,0.331714922,0.663167547,0.500197761,-9999,-9999,-9999,1,0
"679",679,100,151.452,"3039686.2011.25",196,2,1,12.621,3.987,0,2.06,23.53670502,-27.13579559,38.97428513,72182.3212,0.128946704,0.663167547,0.194440613,-9999,-9999,-9999,1,0
"682",682,100,145.032,"3039924.2011.25",196,2,1,12.086,4.369,0.234,2,23.2357502,-21.15513992,19.03814697,85670.69559,0.12493872,0.663167547,0.188396915,-9999,-9999,-9999,1,0
"685",685,100,123.492,"3039925.2011.25",196,2,1,10.291,4.779,0,1.069,23.31123161,-29.9873333,29.48735237,76959.19289,0.038720265,0.663167547,0.058386852,-9999,-9999,-9999,1,0
"688",688,100,160.644,"3039926.2011.25",196,2,1,13.387,4.758,1.095,1.096,23.65232277,-31.479105,38.93698883,67663.63174,0.040053571,0.663167547,0.060397362,-9999,-9999,-9999,1,0
"691",691,100,123.24,"3039927.2011.25",196,2,1,10.27,4.735,0.706,1,24.14639473,-36.69273758,49.38700485,58600.48469,0.035079429,0.663167547,0.052896781,-9999,-9999,-9999,1,0
"694",694,100,38.988,"3040164.2011.25",196,2,1,3.249,4.3,0,2,23.35365868,-20.02733994,20.8090744,79567.24822,0.123955453,0.663167547,0.186914232,-9999,-9999,-9999,1,0
"697",697,100,152.28,"3040165.2011.25",196,2,1,12.69,4.3,0.451,2,23.40084457,-28.08554459,30.36826897,71606.25633,0.123955453,0.663167547,0.186914232,-9999,-9999,-9999,1,0
"700",700,100,3.768,"3040166.2011.25",196,2,1,0.314,4.3,1,2,23.7082386,-35.86541367,39.89931488,63992.63088,0.123955453,0.663167547,0.186914232,-9999,-9999,-9999,1,0
"703",703,100,73.116,"3040406.2011.25",196,2,1,6.093,4.3,1,2,24.08200264,-37.22286987,42.86127472,57579.88942,0.123955453,0.663167547,0.186914232,-9999,-9999,-9999,1,0
"706",706,100,67.908,"3041390.2011.25",196,2,1,5.659,2.851,3,3,27.01978493,-3062.696045,276.8633118,146211.5258,0.336313909,0.663167547,0.50713264,-9999,-9999,-9999,1,0
"709",709,100,85.08,"3041630.2011.25",196,2,1,7.09,2.757,2.501,3,26.99373817,-3098.905273,282.8684998,152085.324,0.333447132,0.663167547,0.502809786,-9999,-9999,-9999,1,0
"712",712,100,120.12,"3041870.2011.25",196,2,1,10.01,2.804,2,3,27.17219353,-3157.071777,289.5106201,157683.4198,0.334878951,0.663167547,0.504968846,-9999,-9999,-9999,1,0
"715",715,100,46.764,"3042094.2011.25",196,2,1,3.897,2,3,3,25.20123482,-2078.669678,142.1022644,47619.0793,0.310839807,0.663167547,0.468719872,-9999,-9999,-9999,1,0
"718",718,100,120.336,"3042110.2011.25",196,2,1,10.028,2.4,2,3,27.41789627,-3216.141846,292.4022827,163315.9605,0.322676695,0.663167547,0.486568888,-9999,-9999,-9999,1,0
"721",721,100,120.336,"3043789.2011.25",196,2,1,10.028,1.8,1,3,28.11118889,-3732.781738,307.3435669,203975.4503,0.305017004,0.663167547,0.486568888,-9999,-9999,-9999,1,0
"724",724,100,78.996,"3042335.2011.25",196,2,1,6.583,1.88,3,3,25.24888802,-2284.894043,154.9995728,60863.85353,0.30733831,0.663167547,0.463439912,-9999,-9999,-9999,1,0
"727",727,100,42.828,"3042336.2011.25",196,2,1,3.569,1.8,3,3,25.19546127,-2445.390869,164.4473114,69970.25978,0.305017004,0.663167547,0.459939582,-9999,-9999,-9999,1,0
"730",730,100,104.808,"3042350.2011.25",196,2,1,8.734,2.4,1.194,3,27.88048172,-3281.903809,295.7979736,169245.4924,0.322676695,0.663167547,0.486568888,-9999,-9999,-9999,1,0
"733",733,100,39.48,"3042576.2011.25",196,2,1,3.29,1.833,3,3,25.60032654,-2459.532715,168.2849121,74042.75896,0.305973272,0.663167547,0.461381552,-9999,-9999,-9999,1,0
"736",736,100,110.544,"3042577.2011.25",196,2,1,9.212,2.749,2.375,3,26.17711258,-2645.210449,176.9841461,83210.35899,0.333203733,0.663167547,0.50244276,-9999,-9999,-9999,1,0
"739",739,100,81.864,"3042590.2011.25",196,2,1,6.822,1.5,1,3,28.37035942,-3342.883301,298.6739197,175544.7811,0.29640662,0.663167547,0.446955858,-9999,-9999,-9999,1,0
"742",742,100,31.416,"3042817.2011.25",196,2,1,2.618,3,3,3,26.74389648,-2649.139648,181.5816803,87273.23832,0.340883453,0.663167547,0.514023122,-9999,-9999,-9999,1,0
"745",745,100,145.356,"3042818.2011.25",196,2,1,12.113,2.37,1.185,3,26.65553665,-2782.026855,190.9145966,96392.33373,0.321780302,0.663167547,0.485217203,-9999,-9999,-9999,1,0
"748",748,100,12.3,"3042819.2011.25",196,2,1,1.025,3.3,1,3,26.59558868,-2872.788086,199.4478455,105518.1948,0.350174853,0.663167547,0.528033759,-9999,-9999,-9999,1,0
"751",751,100,100.128,"3042830.2011.25",196,2,1,8.344,1.5,1,3,28.35637283,-3424.36499,302.3111572,182175.4755,0.29640662,0.663167547,0.446955858,-9999,-9999,-9999,1,0
"754",754,100,109.728,"3043059.2011.25",196,2,1,9.144,3.4,1,3,26.66462898,-2892.023438,203.9868774,109631.088,0.353297888,0.663167547,0.532743029,-9999,-9999,-9999,1,0
"757",757,100,83.928,"3043060.2011.25",196,2,1,6.994,3.557,1,3,26.72712708,-2968.153076,212.6947632,118717.4766,0.358225971,0.663167547,0.540174158,-9999,-9999,-9999,1,0
"760",760,100,118.488,"3043070.2011.25",196,2,1,9.874,1.5,1,3,28.20705605,-3498.797607,305.9493408,188968.5105,0.29640662,0.663167547,0.446955858,-9999,-9999,-9999,1,0
"763",763,100,65.472,"3043300.2011.25",196,2,1,5.456,3.7,1,3,26.78434944,-2978.614502,217.4655914,122921.1893,0.362740127,0.663167547,0.546981119,-9999,-9999,-9999,1,0
"766",766,100,138.408,"3043301.2011.25",196,2,1,11.534,4.332,1.203,2.002,26.87912941,-2977.453369,226.1846619,131989.8958,0.124723584,0.663167547,0.188072509,-9999,-9999,-9999,1,0
"769",769,100,88.452,"3043310.2011.25",196,2,1,7.371,1.643,1,3,28.13170433,-3580.017578,309.4688721,195878.48,0.300492138,0.663167547,0.453116471,-9999,-9999,-9999,1,0
"772",772,100,9.576,"3043541.2011.25",196,2,1,0.798,4,2,2,27.17396736,-2989.819092,230.6980133,136308.8559,0.119760401,0.663167547,0.180588453,-9999,-9999,-9999,1,0
"775",775,100,149.46,"3043542.2011.25",196,2,1,12.455,3.988,2,2.039,27.73543167,-3030.304443,239.8901062,145276.226,0.125611311,0.663167547,0.189411125,-9999,-9999,-9999,1,0
"778",778,100,42.192,"3043543.2011.25",196,2,1,3.516,3.7,2,3,28.1427021,-3142.176514,248.5640869,154349.2461,0.362740127,0.663167547,0.546981119,-9999,-9999,-9999,1,0
"781",781,100,105.48,"3043549.2011.25",196,2,1,8.79,1.8,1,3,28.12097359,-3552.7146,303.5133362,196333.144,0.305017004,0.663167547,0.459939582,-9999,-9999,-9999,1,0
"784",784,100,14.628,"3043550.2011.25",196,2,1,1.219,1.8,1,3,28.17525482,-3667.42041,313.0346985,203045.9555,0.305017004,0.663167547,0.459939582,-9999,-9999,-9999,1,0
"787",787,100,50.76,"3043783.2011.25",196,2,1,4.23,3.7,2,3,28.43590164,-3177.833984,253.320755,158668.4186,0.362740127,0.663167547,0.546981119,-9999,-9999,-9999,1,0
