"","segment","Effort","TRIPID","TripID_Num","survey","Season","SIGHTTIME","USEDINEST","CLOUDCOVERAGE","TURBIDITY","beaufort","SUBJ_WAVG","GLAREMAG_WAVG","CELLAREA_KM2","object","SPECIES","Species_Hab_Num","detected","SIGHTLAT","SIGHTLON","observer","TEAM","OBSERVER_Name","BEHAVIOR","CUE","SWELLHEIGHT","distance","AVAILAFT","TRANSECT","SWIMDIR","size","ECOREGION","survey.1","plat.id","surv.id","Region.Label","Sample.Label","JD"
"83","3022470.2011.29",12.599,"TONE11SUM",3,2,2,20.285,"yes",0,2,3.412,2,3,100,27433,"HAPO",-9999,-9999,44.7142067,-66.49629974,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/58",200,-9999,"SS","NEA",2,2,"2104. TONE11SUM:3022470:28","2091. 3022470",228
"84","3022470.2012.39",7.634,"TONE12FAL",6,2,3,NA,"",NA,NA,3,2.25,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"9057. TONE12FAL:3022470:38","8829. 3022470",308
"85","3022471.2012.15",0.918,"TONE12SPR",5,2,1,NA,"",NA,NA,3,2.75,1,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,5,"9066. TONE12SPR:3022471:14","8838. 3022471",116
"86","3022471.2011.29",8.477,"TONE11SUM",3,2,2,NA,"",NA,NA,3,2.446,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,2,"9068. TONE11SUM:3022471:28","8840. 3022471",228
"87","3022471.2012.39",6.654,"TONE12FAL",6,2,3,NA,"",NA,NA,3,2.25,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"9065. TONE12FAL:3022471:38","8837. 3022471",308
"88","3022472.2011.29",3.622,"TONE11SUM",3,2,2,20.689,"yes",0,1,3.027,2.5,3,100,27452,"RIWH",-9999,-9999,44.70048523,-66.33817291,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/59",0,-9999,"SS","NEA",2,2,"2107. TONE11SUM:3022472:28","2094. 3022472",228
"89","3022472.2011.29",3.622,"TONE11SUM",3,2,2,20.689,"yes",0,1,3.027,2.5,3,100,27452,"RIWH",-9999,-9999,44.70048523,-66.33817291,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/59",0,-9999,"SS","NEA",2,2,"2107. TONE11SUM:3022472:28","2094. 3022472",228
"90","3022473.2011.30",6.841,"TONE11SUM",3,2,2,NA,"",NA,NA,2.425,3.469,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,2,"9072. TONE11SUM:3022473:29","8844. 3022473",236
"91","3022474.2011.30",7.241,"TONE11SUM",3,2,2,NA,"",NA,NA,2.603,3.204,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,2,"9074. TONE11SUM:3022474:29","8846. 3022474",236
"92","3022474.2012.39",7.284,"TONE12FAL",6,2,3,17.814,"yes",0,1,3.197,2.75,3,100,28773,"HAPO",-9999,-9999,44.72869492,-65.99894714,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/30",275,-9999,"SS","NEA",2,4,"2331. TONE12FAL:3022474:38","2316. 3022474",308
"93","3022474.2012.39",7.284,"TONE12FAL",6,2,3,17.814,"yes",0,1,3.197,2.75,3,100,28773,"HAPO",-9999,-9999,44.72869492,-65.99894714,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/30",275,-9999,"SS","NEA",2,4,"2331. TONE12FAL:3022474:38","2316. 3022474",308
"94","3022475.2012.39",5.166,"TONE12FAL",6,2,3,NA,"",NA,NA,3.3,2.75,3,99.842856,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"9077. TONE12FAL:3022475:38","8849. 3022475",308
"95","3022490.2012.41",0.592,"TONE12FAL",6,2,3,NA,"",NA,NA,3,3.25,3,57.677791,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"9082. TONE12FAL:3022490:40","8854. 3022490",324
"96","3022495.2012.41",4.362,"TONE12FAL",6,2,3,NA,"",NA,NA,3.991,2.129,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"9084. TONE12FAL:3022495:40","8856. 3022495",324
"97","3022496.2012.41",20.432,"TONE12FAL",6,2,3,NA,"",NA,NA,4.144,2.036,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"9085. TONE12FAL:3022496:40","8857. 3022496",324
"98","3022705.2012.39",1.917,"TONE12FAL",6,2,3,NA,"",NA,NA,2.5,3.5,3,53.079116,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"9087. TONE12FAL:3022705:38","8859. 3022705",308
"99","3022706.2012.15",0.49,"TONE12SPR",5,2,1,NA,"",NA,NA,1.5,4,2,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,5,"9092. TONE12SPR:3022706:14","8864. 3022706",116
"100","3022706.2011.30",13.991,"TONE11SUM",3,2,2,19.709,"yes",20,2,2.679,2.194,3,100,27587,"HAPO",-9999,-9999,44.65999603,-67.07160187,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/54",140,-9999,"SS","NEA",2,2,"2142. TONE11SUM:3022706:29","2129. 3022706",236
"101","3022706.2011.30",13.991,"TONE11SUM",3,2,2,19.679,"yes",20,2,2.679,2.194,3,100,27585,"HAPO",-9999,-9999,44.70927811,-67.08568573,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/54",170,-9999,"SS","NEA",2,2,"2142. TONE11SUM:3022706:29","2129. 3022706",236
"102","3022706.2011.30",13.991,"TONE11SUM",3,2,2,19.709,"yes",20,2,2.679,2.194,3,100,27587,"HAPO",-9999,-9999,44.65999603,-67.07160187,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/54",140,-9999,"SS","NEA",2,2,"2142. TONE11SUM:3022706:29","2129. 3022706",236
"103","3022706.2011.30",13.991,"TONE11SUM",3,2,2,19.679,"yes",20,2,2.679,2.194,3,100,27585,"HAPO",-9999,-9999,44.70927811,-67.08568573,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/54",170,-9999,"SS","NEA",2,2,"2142. TONE11SUM:3022706:29","2129. 3022706",236
"104","3022706.2012.39",11.414,"TONE12FAL",6,2,3,18.663,"yes",0,1,2.012,3.5,3,100,28785,"HAPO",-9999,-9999,44.67482758,-67.07865906,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",210,-9999,"SS","NEA",2,4,"2337. TONE12FAL:3022706:38","2322. 3022706",308
"105","3022706.2012.39",11.414,"TONE12FAL",6,2,3,18.673,"yes",0,1,2.012,3.5,3,100,28788,"HAPO",-9999,-9999,44.66505432,-67.05942535,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",-1,-9999,"SS","NEA",2,4,"2337. TONE12FAL:3022706:38","2322. 3022706",308
"106","3022706.2012.39",11.414,"TONE12FAL",6,2,3,18.706,"yes",0,1,2.012,3.5,3,100,28792,"HAPO",-9999,-9999,44.62890244,-66.99668121,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",180,-9999,"SS","NEA",2,4,"2337. TONE12FAL:3022706:38","2322. 3022706",308
"107","3022706.2012.39",11.414,"TONE12FAL",6,2,3,18.706,"yes",0,1,2.012,3.5,3,100,28792,"HAPO",-9999,-9999,44.62890244,-66.99668121,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",180,-9999,"SS","NEA",2,4,"2337. TONE12FAL:3022706:38","2322. 3022706",308
"108","3022706.2012.39",11.414,"TONE12FAL",6,2,3,18.663,"yes",0,1,2.012,3.5,3,100,28785,"HAPO",-9999,-9999,44.67482758,-67.07865906,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",210,-9999,"SS","NEA",2,4,"2337. TONE12FAL:3022706:38","2322. 3022706",308
"109","3022706.2012.39",11.414,"TONE12FAL",6,2,3,18.684,"yes",0,1,2.012,3.5,3,100,28791,"HAPO",-9999,-9999,44.65377426,-67.03929901,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",200,-9999,"SS","NEA",2,4,"2337. TONE12FAL:3022706:38","2322. 3022706",308
"110","3022706.2012.39",11.414,"TONE12FAL",6,2,3,18.669,"yes",0,1,2.012,3.5,3,100,28787,"HAPO",-9999,-9999,44.66936493,-67.06817627,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",0,-9999,"SS","NEA",2,4,"2337. TONE12FAL:3022706:38","2322. 3022706",308
"111","3022706.2012.39",11.414,"TONE12FAL",6,2,3,18.682,"yes",0,1,2.012,3.5,3,100,28790,"HAPO",-9999,-9999,44.65562057,-67.04240417,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",-1,-9999,"SS","NEA",2,4,"2337. TONE12FAL:3022706:38","2322. 3022706",308
"112","3022706.2012.39",11.414,"TONE12FAL",6,2,3,18.673,"yes",0,1,2.012,3.5,3,100,28788,"HAPO",-9999,-9999,44.66505432,-67.05942535,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",-1,-9999,"SS","NEA",2,4,"2337. TONE12FAL:3022706:38","2322. 3022706",308
"113","3022706.2012.39",11.414,"TONE12FAL",6,2,3,18.708,"yes",0,1,2.012,3.5,3,100,28793,"HAPO",-9999,-9999,44.62704468,-66.99355316,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",-1,-9999,"SS","NEA",2,4,"2337. TONE12FAL:3022706:38","2322. 3022706",308
"114","3022706.2012.39",11.414,"TONE12FAL",6,2,3,18.708,"yes",0,1,2.012,3.5,3,100,28793,"HAPO",-9999,-9999,44.62704468,-66.99355316,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",-1,-9999,"SS","NEA",2,4,"2337. TONE12FAL:3022706:38","2322. 3022706",308
"115","3022706.2012.39",11.414,"TONE12FAL",6,2,3,18.669,"yes",0,1,2.012,3.5,3,100,28787,"HAPO",-9999,-9999,44.66936493,-67.06817627,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",0,-9999,"SS","NEA",2,4,"2337. TONE12FAL:3022706:38","2322. 3022706",308
"116","3022706.2012.39",11.414,"TONE12FAL",6,2,3,18.684,"yes",0,1,2.012,3.5,3,100,28791,"HAPO",-9999,-9999,44.65377426,-67.03929901,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",200,-9999,"SS","NEA",2,4,"2337. TONE12FAL:3022706:38","2322. 3022706",308
"117","3022706.2012.39",11.414,"TONE12FAL",6,2,3,18.682,"yes",0,1,2.012,3.5,3,100,28790,"HAPO",-9999,-9999,44.65562057,-67.04240417,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",-1,-9999,"SS","NEA",2,4,"2337. TONE12FAL:3022706:38","2322. 3022706",308
"118","3022706.2012.39",11.414,"TONE12FAL",6,2,3,18.666,"yes",0,1,2.012,3.5,3,100,28786,"HAPO",-9999,-9999,44.67203522,-67.07357788,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",0,-9999,"SS","NEA",2,4,"2337. TONE12FAL:3022706:38","2322. 3022706",308
"119","3022706.2012.39",11.414,"TONE12FAL",6,2,3,18.666,"yes",0,1,2.012,3.5,3,100,28786,"HAPO",-9999,-9999,44.67203522,-67.07357788,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",0,-9999,"SS","NEA",2,4,"2337. TONE12FAL:3022706:38","2322. 3022706",308
"120","3022706.2012.39",11.414,"TONE12FAL",6,2,3,18.681,"yes",0,1,2.012,3.5,3,100,28789,"HAPO",-9999,-9999,44.65684509,-67.044487,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",-1,-9999,"SS","NEA",2,4,"2337. TONE12FAL:3022706:38","2322. 3022706",308
"121","3022706.2012.39",11.414,"TONE12FAL",6,2,3,18.681,"yes",0,1,2.012,3.5,3,100,28789,"HAPO",-9999,-9999,44.65684509,-67.044487,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",-1,-9999,"SS","NEA",2,4,"2337. TONE12FAL:3022706:38","2322. 3022706",308
"122","3022707.2012.15",10.534,"TONE12SPR",5,2,1,NA,"",NA,NA,1.551,3.817,1.937,69.910938,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,5,"9099. TONE12SPR:3022707:14","8871. 3022707",116
"123","3022707.2011.30",7.13,"TONE11SUM",3,2,2,17.501,"yes",30,2,2.8,1.5,3,69.910938,27583,"HAPO",-9999,-9999,44.68530273,-66.95524597,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/55",160,-9999,"SS","NEA",2,2,"2141. TONE11SUM:3022707:29","2128. 3022707",236
"124","3022707.2011.30",7.13,"TONE11SUM",3,2,2,17.501,"yes",30,2,2.8,1.5,3,69.910938,27583,"HAPO",-9999,-9999,44.68530273,-66.95524597,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/55",160,-9999,"SS","NEA",2,2,"2141. TONE11SUM:3022707:29","2128. 3022707",236
"125","3022708.2012.15",0.07,"TONE12SPR",5,2,1,NA,"",NA,NA,2.3,3.75,1,60.158717,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,5,"9102. TONE12SPR:3022708:14","8874. 3022708",116
"126","3022709.2012.15",6.967,"TONE12SPR",5,2,1,NA,"",NA,NA,3,3,1,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,5,"9103. TONE12SPR:3022709:14","8875. 3022709",116
"127","3022709.2011.29",6.681,"TONE11SUM",3,2,2,NA,"",NA,NA,2.771,2,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,2,"9104. TONE11SUM:3022709:28","8876. 3022709",228
"128","3022710.2012.15",4.466,"TONE12SPR",5,2,1,NA,"",NA,NA,2.811,3.079,1,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,5,"9105. TONE12SPR:3022710:14","8877. 3022710",116
"129","3022710.2011.29",4.73,"TONE11SUM",3,2,2,NA,"",NA,NA,2.983,2,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,2,"9106. TONE11SUM:3022710:28","8878. 3022710",228
"130","3022711.2012.15",13.533,"TONE12SPR",5,2,1,NA,"",NA,NA,3.346,2.994,1,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,5,"9107. TONE12SPR:3022711:14","8879. 3022711",116
"131","3022711.2011.29",13.529,"TONE11SUM",3,2,2,20.367,"yes",0,2,3.185,2,3,100,27444,"HAPO",-9999,-9999,44.60356522,-66.37950134,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/58",12,-9999,"SS","NEA",2,2,"2105. TONE11SUM:3022711:28","2092. 3022711",228
"132","3022711.2011.29",13.529,"TONE11SUM",3,2,2,20.367,"yes",0,2,3.185,2,3,100,27444,"HAPO",-9999,-9999,44.60356522,-66.37950134,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/58",12,-9999,"SS","NEA",2,2,"2105. TONE11SUM:3022711:28","2092. 3022711",228
"133","3022711.2012.39",7.347,"TONE12FAL",6,2,3,18.164,"yes",0,1,3,2.25,3,100,28774,"HAPO",-9999,-9999,44.67574692,-66.40743256,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/29",180,-9999,"SS","NEA",2,4,"2332. TONE12FAL:3022711:38","2317. 3022711",308
"134","3022711.2012.39",7.347,"TONE12FAL",6,2,3,18.164,"yes",0,1,3,2.25,3,100,28774,"HAPO",-9999,-9999,44.67574692,-66.40743256,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/29",180,-9999,"SS","NEA",2,4,"2332. TONE12FAL:3022711:38","2317. 3022711",308
"135","3022712.2011.29",11.182,"TONE11SUM",3,2,2,NA,"",NA,NA,3.298,2.5,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,2,"9114. TONE11SUM:3022712:28","8886. 3022712",228
"136","3022712.2012.39",6.869,"TONE12FAL",6,2,3,NA,"",NA,NA,3.28,2.25,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"9112. TONE12FAL:3022712:38","8884. 3022712",308
"137","3022714.2011.30",6.155,"TONE11SUM",3,2,2,NA,"",NA,NA,2,3.5,3,93.941272,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,2,"9117. TONE11SUM:3022714:29","8889. 3022714",236
"138","3022715.2011.30",0.127,"TONE11SUM",3,2,2,NA,"",NA,NA,2.5,3,3,54.077559,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,2,"9120. TONE11SUM:3022715:29","8892. 3022715",236
"139","3022715.2012.39",2.036,"TONE12FAL",6,2,3,NA,"",NA,NA,3.3,2.75,3,54.077559,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"9118. TONE12FAL:3022715:38","8890. 3022715",308
"140","3022730.2012.41",11.406,"TONE12FAL",6,2,3,NA,"",NA,NA,3.496,2.706,3,93.019149,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"9123. TONE12FAL:3022730:40","8895. 3022730",324
"141","3022731.2012.41",0.977,"TONE12FAL",6,2,3,NA,"",NA,NA,4,2.25,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"9124. TONE12FAL:3022731:40","8896. 3022731",324
"142","3022736.2012.41",13.364,"TONE12FAL",6,2,3,NA,"",NA,NA,4.503,1.764,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"9126. TONE12FAL:3022736:40","8898. 3022736",324
"143","3022737.2012.41",9.655,"TONE12FAL",6,2,3,NA,"",NA,NA,4.6,1.695,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"9128. TONE12FAL:3022737:40","8900. 3022737",324
"144","3022944.2011.29",4.384,"TONE11SUM",3,2,2,NA,"",NA,NA,1.393,3,2.482,95.781083,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,2,"9136. TONE11SUM:3022944:28","8908. 3022944",228
"145","3022946.2011.30",10.934,"TONE11SUM",3,2,2,NA,"",NA,NA,2.688,2.181,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,2,"9140. TONE11SUM:3022946:29","8912. 3022946",236
"146","3022946.2012.39",0.63,"TONE12FAL",6,2,3,NA,"",NA,NA,1.2,3.5,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"9138. TONE12FAL:3022946:38","8910. 3022946",308
"147","3022947.2012.39",12.126,"TONE12FAL",6,2,3,18.727,"yes",0,1,1.282,3.5,3,99.75765,28795,"HAPO",-9999,-9999,44.60567093,-66.95736694,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",340,-9999,"SS","NEA",2,4,"2338. TONE12FAL:3022947:38","2323. 3022947",308
"148","3022947.2012.39",12.126,"TONE12FAL",6,2,3,18.727,"yes",0,1,1.282,3.5,3,99.75765,28795,"HAPO",-9999,-9999,44.60567093,-66.95736694,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",340,-9999,"SS","NEA",2,4,"2338. TONE12FAL:3022947:38","2323. 3022947",308
"149","3022947.2012.39",12.126,"TONE12FAL",6,2,3,18.725,"yes",0,1,1.282,3.5,3,99.75765,28794,"HAPO",-9999,-9999,44.60813522,-66.96154785,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",180,-9999,"SS","NEA",2,4,"2338. TONE12FAL:3022947:38","2323. 3022947",308
"150","3022947.2012.39",12.126,"TONE12FAL",6,2,3,18.725,"yes",0,1,1.282,3.5,3,99.75765,28794,"HAPO",-9999,-9999,44.60813522,-66.96154785,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/28",180,-9999,"SS","NEA",2,4,"2338. TONE12FAL:3022947:38","2323. 3022947",308
"151","3022948.2012.15",13.04,"TONE12SPR",5,2,1,15.42,"yes",95,1,2.3,3.75,1,100,29290,"HAPO",-9999,-9999,44.55427551,-66.76917267,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","L/23",270,-9999,"SS","NEA",2,5,"2490. TONE12SPR:3022948:14","2474. 3022948",116
"152","3022948.2012.15",13.04,"TONE12SPR",5,2,1,15.42,"yes",95,1,2.3,3.75,1,100,29290,"HAPO",-9999,-9999,44.55427551,-66.76917267,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","L/23",270,-9999,"SS","NEA",2,5,"2490. TONE12SPR:3022948:14","2474. 3022948",116
"153","3022948.2011.29",9.777,"TONE11SUM",3,2,2,NA,"",NA,NA,2,3,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,2,"9150. TONE11SUM:3022948:28","8922. 3022948",228
"154","3022948.2012.39",4.945,"TONE12FAL",6,2,3,NA,"",NA,NA,2.304,3.256,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"9149. TONE12FAL:3022948:38","8921. 3022948",308
"155","3022949.2012.15",2.541,"TONE12SPR",5,2,1,NA,"",NA,NA,2.3,3.75,1,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,5,"9156. TONE12SPR:3022949:14","8928. 3022949",116
"156","3022949.2011.29",2.744,"TONE11SUM",3,2,2,19.296,"yes",0,2,2,3,3,100,27405,"HAPO",-9999,-9999,44.53125,-66.73678589,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/56",15,-9999,"SS","NEA",2,2,"2095. TONE11SUM:3022949:28","2082. 3022949",228
"157","3022949.2011.29",2.744,"TONE11SUM",3,2,2,19.296,"yes",0,2,2,3,3,100,27405,"HAPO",-9999,-9999,44.53125,-66.73678589,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/56",15,-9999,"SS","NEA",2,2,"2095. TONE11SUM:3022949:28","2082. 3022949",228
"158","3022950.2012.15",11.426,"TONE12SPR",5,2,1,NA,"",NA,NA,2.886,3.139,1,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,5,"9157. TONE12SPR:3022950:14","8929. 3022950",116
"159","3022950.2011.29",11.41,"TONE11SUM",3,2,2,NA,"",NA,NA,3.247,2,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,2,"9158. TONE11SUM:3022950:28","8930. 3022950",228
"160","3022951.2012.15",0.391,"TONE12SPR",5,2,1,NA,"",NA,NA,3.5,3,1,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,5,"9159. TONE12SPR:3022951:14","8931. 3022951",116
"161","3022951.2011.29",0.397,"TONE11SUM",3,2,2,NA,"",NA,NA,3.3,2,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,2,"9160. TONE11SUM:3022951:28","8932. 3022951",228
"162","3022952.2012.15",13.149,"TONE12SPR",5,2,1,NA,"",NA,NA,3.23,3,1,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,5,"9162. TONE12SPR:3022952:14","8934. 3022952",116
"163","3022952.2011.29",20.714,"TONE11SUM",3,2,2,20.61,"yes",0,1,2.86,2.358,3,100,27449,"HAPO",-9999,-9999,44.57604599,-66.27086639,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/59",180,-9999,"SS","NEA",2,2,"2106. TONE11SUM:3022952:28","2093. 3022952",228
"164","3022952.2011.29",20.714,"TONE11SUM",3,2,2,20.61,"yes",0,1,2.86,2.358,3,100,27449,"HAPO",-9999,-9999,44.57604599,-66.27086639,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/59",180,-9999,"SS","NEA",2,2,"2106. TONE11SUM:3022952:28","2093. 3022952",228
"165","3022952.2012.39",7.282,"TONE12FAL",6,2,3,NA,"",NA,NA,3.3,2.25,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"9161. TONE12FAL:3022952:38","8933. 3022952",308
"166","3022953.2011.29",3.615,"TONE11SUM",3,2,2,NA,"",NA,NA,3,2.5,3,99.146817,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,2,"9169. TONE11SUM:3022953:28","8941. 3022953",228
"167","3022953.2012.39",6.846,"TONE12FAL",6,2,3,NA,"",NA,NA,3.3,2.25,3,99.146817,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"9167. TONE12FAL:3022953:38","8939. 3022953",308
